PERCENTDEFEAT,CHAMP1,TEAM,CHAMP1_POSITION,SEASON,YEAR,CHAMP2,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY
0,Zac,Red,JUNGLER,Spring,2018,Azir,MID_LANER,2,2,4,0
1.0,Shen,Red,TOP_LANER,Summer,2017,DrMundo,JUNGLER,0,1,1,0.0
1,Graves,Red,JUNGLER,Summer,2016,Swain,MID_LANER,0,3,3,0
0,RekSai,Red,JUNGLER,Spring,2015,Azir,MID_LANER,4,0,4,1
1,Warwick,Blue,JUNGLER,Spring,2017,Karma,SUPPORT,0,2,2,0
0.0,LeeSin,Blue,JUNGLER,Spring,2017,Varus,MID_LANER,1,0,1,1.0
0,Nidalee,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,9,7,16,0
1.0,Ekko,Red,AD_CARRY,Spring,2017,Ivern,SUPPORT,0,1,1,0.0
1.0,Zac,Blue,JUNGLER,Summer,2017,Soraka,SUPPORT,0,1,1,0.0
0.0,Darius,Blue,TOP_LANER,Summer,2015,Skarner,JUNGLER,1,0,1,1.0
0,Ezreal,Blue,AD_CARRY,Summer,2017,Karma,SUPPORT,1,2,3,0
0,Elise,Red,JUNGLER,Summer,2016,Swain,MID_LANER,3,1,4,0
0.0,Kennen,Blue,TOP_LANER,Summer,2016,Nocturne,JUNGLER,1,0,1,1.0
0.0,Cassiopeia,Blue,TOP_LANER,Summer,2015,Gragas,JUNGLER,1,0,1,1.0
0,RekSai,Blue,JUNGLER,Spring,2015,Morgana,SUPPORT,11,10,21,0
0,Gragas,Red,TOP_LANER,Spring,2015,RekSai,JUNGLER,1,3,4,0
0.0,Rumble,Blue,JUNGLER,Spring,2017,Nautilus,SUPPORT,1,0,1,1.0
0,Caitlyn,Red,AD_CARRY,Spring,2018,Braum,SUPPORT,3,4,7,0
0,Jayce,Red,TOP_LANER,Spring,2015,LeeSin,JUNGLER,2,0,2,1
0,Gragas,Blue,JUNGLER,Spring,2016,Poppy,SUPPORT,1,1,2,0
1,RekSai,Red,JUNGLER,Spring,2016,Anivia,MID_LANER,0,2,2,0
1.0,Trundle,Red,AD_CARRY,Summer,2017,Morgana,SUPPORT,0,1,1,0.0
0,LeeSin,Blue,JUNGLER,Spring,2016,Thresh,SUPPORT,7,4,11,0
0,Khazix,Blue,JUNGLER,Spring,2017,Malzahar,SUPPORT,31,13,44,0
0,Vayne,Blue,AD_CARRY,Spring,2016,Alistar,SUPPORT,3,0,3,1
0.0,KogMaw,Blue,AD_CARRY,Summer,2015,Nami,SUPPORT,1,0,1,1.0
0,Maokai,Blue,JUNGLER,Summer,2017,Lucian,MID_LANER,2,1,3,0
0,Camille,Red,TOP_LANER,Summer,2017,Maokai,JUNGLER,1,2,3,0
0,Maokai,Blue,TOP_LANER,Summer,2015,Elise,JUNGLER,6,4,10,0
0,Ornn,Blue,TOP_LANER,Spring,2018,Rengar,JUNGLER,1,3,4,0
1.0,Lulu,Red,TOP_LANER,Summer,2015,Nidalee,JUNGLER,0,1,1,0.0
0,LeeSin,Blue,JUNGLER,Spring,2016,Lissandra,MID_LANER,5,1,6,0
1.0,Elise,Blue,JUNGLER,Spring,2017,Fiddlesticks,SUPPORT,0,1,1,0.0
1.0,Ezreal,Blue,AD_CARRY,Spring,2018,Janna,SUPPORT,0,1,1,0.0
0,Corki,Blue,AD_CARRY,Spring,2015,Braum,SUPPORT,3,3,6,0
0,Jax,Blue,TOP_LANER,Summer,2017,Gragas,JUNGLER,2,2,4,0
0.0,Ekko,Blue,JUNGLER,Summer,2015,Talon,MID_LANER,1,0,1,1.0
1.0,RekSai,Blue,JUNGLER,Spring,2017,Soraka,SUPPORT,0,1,1,0.0
0.0,Ezreal,Red,AD_CARRY,Spring,2016,TahmKench,SUPPORT,1,0,1,1.0
1.0,Hecarim,Blue,TOP_LANER,Summer,2015,JarvanIV,JUNGLER,0,1,1,0.0
0,Khazix,Red,JUNGLER,Spring,2017,Katarina,MID_LANER,1,3,4,0
0,Ivern,Red,AD_CARRY,Summer,2017,Alistar,SUPPORT,2,0,2,1
0,Kled,Blue,TOP_LANER,Summer,2017,RekSai,JUNGLER,5,0,5,1
0,Rengar,Blue,JUNGLER,Summer,2014,Jayce,MID_LANER,2,0,2,1
0,Gnar,Blue,TOP_LANER,Summer,2016,Olaf,JUNGLER,6,3,9,0
1,Kalista,Red,AD_CARRY,Spring,2018,Alistar,SUPPORT,0,2,2,0
0.0,Rumble,Blue,JUNGLER,Summer,2017,Rakan,SUPPORT,1,0,1,1.0
0.0,Shyvana,Blue,JUNGLER,Summer,2015,Orianna,MID_LANER,1,0,1,1.0
0,Trundle,Blue,TOP_LANER,Spring,2017,RekSai,JUNGLER,1,1,2,0
0,LeeSin,Red,AD_CARRY,Spring,2016,Morgana,SUPPORT,3,4,7,0
0.0,Graves,Blue,AD_CARRY,Summer,2015,Leona,SUPPORT,1,0,1,1.0
0,RekSai,Red,JUNGLER,Summer,2016,Varus,MID_LANER,2,3,5,0
0.0,Graves,Blue,JUNGLER,Spring,2017,Leona,SUPPORT,1,0,1,1.0
1,Rengar,Blue,JUNGLER,Spring,2015,Ahri,MID_LANER,0,3,3,0
0,Lucian,Blue,AD_CARRY,Spring,2016,Nautilus,SUPPORT,3,5,8,0
0,Lucian,Blue,AD_CARRY,Summer,2016,Taric,SUPPORT,8,2,10,0
0,Lissandra,Red,TOP_LANER,Spring,2015,LeeSin,JUNGLER,1,6,7,0
0,RekSai,Blue,JUNGLER,Summer,2016,Lissandra,MID_LANER,8,10,18,0
0,Caitlyn,Blue,AD_CARRY,Summer,2017,Zilean,SUPPORT,1,1,2,0
0,JarvanIV,Blue,JUNGLER,Spring,2018,Morgana,SUPPORT,1,1,2,0
0,Zac,Blue,JUNGLER,Summer,2017,Kassadin,MID_LANER,3,4,7,0
0,Darius,Red,TOP_LANER,Summer,2015,Evelynn,JUNGLER,1,1,2,0
1.0,Draven,Blue,AD_CARRY,Spring,2015,Thresh,SUPPORT,0,1,1,0.0
0,Poppy,Blue,TOP_LANER,Summer,2016,Graves,JUNGLER,4,2,6,0
0,Sejuani,Blue,JUNGLER,Summer,2017,Fizz,MID_LANER,3,1,4,0
0,Ashe,Blue,AD_CARRY,Summer,2017,Lulu,SUPPORT,3,6,9,0
1.0,RekSai,Red,AD_CARRY,Summer,2017,Nautilus,SUPPORT,0,1,1,0.0
0,Elise,Red,AD_CARRY,Summer,2015,Thresh,SUPPORT,6,2,8,0
0,Kalista,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,10,10,20,0
1.0,Chogath,Red,TOP_LANER,Summer,2017,Ivern,JUNGLER,0,1,1,0.0
1,LeeSin,Blue,JUNGLER,Summer,2016,Malzahar,MID_LANER,0,2,2,0
1,Lulu,Blue,TOP_LANER,Spring,2016,RekSai,JUNGLER,0,5,5,0
1.0,Corki,Blue,AD_CARRY,Summer,2016,Trundle,SUPPORT,0,1,1,0.0
0,Lucian,Blue,AD_CARRY,Spring,2016,Thresh,SUPPORT,14,13,27,0
0,Gnar,Red,TOP_LANER,Summer,2016,RekSai,JUNGLER,24,20,44,0
0,Zac,Blue,JUNGLER,Summer,2016,Karma,SUPPORT,2,0,2,1
1.0,Vayne,Red,AD_CARRY,Summer,2014,Thresh,SUPPORT,0,1,1,0.0
0,KogMaw,Blue,AD_CARRY,Spring,2016,Morgana,SUPPORT,6,3,9,0
1.0,Graves,Blue,TOP_LANER,Summer,2016,Nidalee,JUNGLER,0,1,1,0.0
0.0,Khazix,Blue,JUNGLER,Spring,2018,Shen,SUPPORT,1,0,1,1.0
1,Tristana,Blue,AD_CARRY,Spring,2018,Rakan,SUPPORT,0,2,2,0
0,Caitlyn,Blue,AD_CARRY,Spring,2016,Soraka,SUPPORT,1,1,2,0
0,Rengar,Blue,JUNGLER,Spring,2017,Cassiopeia,MID_LANER,14,4,18,0
0,Ezreal,Red,AD_CARRY,Spring,2016,Elise,SUPPORT,2,0,2,1
0,Kennen,Blue,AD_CARRY,Summer,2017,Karma,SUPPORT,1,2,3,0
0,Ezreal,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,7,2,9,0
1,Elise,Red,AD_CARRY,Spring,2017,Bard,SUPPORT,0,3,3,0
0,Nautilus,Blue,TOP_LANER,Summer,2016,RekSai,JUNGLER,2,0,2,1
0,Ezreal,Blue,AD_CARRY,Spring,2016,Soraka,SUPPORT,3,0,3,1
1.0,Skarner,Red,JUNGLER,Spring,2017,Malzahar,MID_LANER,0,1,1,0.0
0,Jhin,Red,AD_CARRY,Summer,2016,Morgana,SUPPORT,1,4,5,0
0,Kled,Red,TOP_LANER,Spring,2017,Khazix,JUNGLER,2,1,3,0
0,Vladimir,Red,TOP_LANER,Spring,2018,Khazix,JUNGLER,1,3,4,0
1.0,Lucian,Blue,AD_CARRY,Summer,2016,Nautilus,SUPPORT,0,1,1,0.0
0,Zac,Blue,JUNGLER,Summer,2017,Leblanc,MID_LANER,8,1,9,0
0,Rengar,Blue,JUNGLER,Spring,2017,Ahri,MID_LANER,13,7,20,0
0.0,Elise,Blue,JUNGLER,Spring,2018,Taliyah,MID_LANER,1,0,1,1.0
1.0,Elise,Red,JUNGLER,Summer,2016,Quinn,MID_LANER,0,1,1,0.0
1,Ezreal,Red,AD_CARRY,Summer,2016,Nautilus,SUPPORT,0,2,2,0
0,Kalista,Blue,AD_CARRY,Summer,2015,Nautilus,SUPPORT,2,7,9,0
0.0,Twitch,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,1,0,1,1.0
0,Udyr,Blue,JUNGLER,Spring,2016,TwistedFate,MID_LANER,1,1,2,0
1.0,Vayne,Blue,AD_CARRY,Summer,2016,Taric,SUPPORT,0,1,1,0.0
0,LeeSin,Red,AD_CARRY,Spring,2017,Zyra,SUPPORT,15,27,42,0
0,Fizz,Red,TOP_LANER,Summer,2015,Ekko,JUNGLER,1,3,4,0
0,Elise,Blue,JUNGLER,Spring,2017,Nautilus,SUPPORT,4,0,4,1
0,Ezreal,Red,AD_CARRY,Spring,2016,Alistar,SUPPORT,23,27,50,0
0,Nautilus,Blue,TOP_LANER,Spring,2016,Nidalee,JUNGLER,16,6,22,0
1.0,Ashe,Blue,AD_CARRY,Summer,2015,Karma,SUPPORT,0,1,1,0.0
0,Nautilus,Red,TOP_LANER,Summer,2017,JarvanIV,JUNGLER,1,1,2,0
0,Khazix,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,8,17,25,0
0,Maokai,Red,JUNGLER,Summer,2017,Taliyah,MID_LANER,6,3,9,0
0.0,Twitch,Blue,AD_CARRY,Summer,2015,Braum,SUPPORT,1,0,1,1.0
0,Corki,Red,AD_CARRY,Spring,2015,Janna,SUPPORT,10,15,25,0
0,Poppy,Blue,TOP_LANER,Spring,2017,RekSai,JUNGLER,4,1,5,0
0.0,Rengar,Blue,JUNGLER,Summer,2016,Braum,SUPPORT,1,0,1,1.0
1.0,Khazix,Blue,JUNGLER,Spring,2018,Galio,MID_LANER,0,1,1,0.0
0,Gragas,Red,AD_CARRY,Summer,2016,Thresh,SUPPORT,9,3,12,0
0,Graves,Red,JUNGLER,Spring,2016,Viktor,MID_LANER,3,8,11,0
1.0,RekSai,Blue,TOP_LANER,Spring,2015,Vi,JUNGLER,0,1,1,0.0
0.0,RekSai,Blue,JUNGLER,Spring,2017,Morgana,SUPPORT,1,0,1,1.0
0,JarvanIV,Red,AD_CARRY,Spring,2015,Nautilus,SUPPORT,2,0,2,1
0,Malphite,Red,TOP_LANER,Summer,2015,RekSai,JUNGLER,1,1,2,0
1,Malphite,Red,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,0,2,2,0
0,Lissandra,Red,TOP_LANER,Summer,2016,RekSai,JUNGLER,3,2,5,0
0,Gragas,Blue,JUNGLER,Summer,2015,Morgana,SUPPORT,9,5,14,0
0,LeeSin,Blue,JUNGLER,Spring,2017,Zyra,SUPPORT,15,17,32,0
1,Olaf,Blue,JUNGLER,Spring,2015,Thresh,SUPPORT,0,2,2,0
0,LeeSin,Blue,JUNGLER,Spring,2018,Azir,MID_LANER,4,1,5,0
0,Lissandra,Red,TOP_LANER,Spring,2016,RekSai,JUNGLER,6,3,9,0
0,Irelia,Blue,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,1,2,0
0,Olaf,Blue,JUNGLER,Spring,2017,MissFortune,SUPPORT,1,3,4,0
0,Zac,Red,AD_CARRY,Spring,2018,Taric,SUPPORT,2,1,3,0
1.0,Kindred,Red,JUNGLER,Spring,2017,Syndra,MID_LANER,0,1,1,0.0
0,Shen,Blue,TOP_LANER,Summer,2015,Gragas,JUNGLER,6,11,17,0
1.0,RekSai,Red,JUNGLER,Spring,2017,KogMaw,MID_LANER,0,1,1,0.0
0.0,Illaoi,Red,TOP_LANER,Spring,2018,Ivern,JUNGLER,1,0,1,1.0
0,Nidalee,Red,JUNGLER,Spring,2016,Leblanc,MID_LANER,2,3,5,0
1.0,Maokai,Red,TOP_LANER,Spring,2015,Rammus,JUNGLER,0,1,1,0.0
0,Caitlyn,Blue,AD_CARRY,Summer,2017,Karma,SUPPORT,14,9,23,0
1.0,Vladimir,Red,TOP_LANER,Spring,2015,Zac,JUNGLER,0,1,1,0.0
1.0,Kindred,Red,AD_CARRY,Spring,2017,Zyra,SUPPORT,0,1,1,0.0
1,Pantheon,Blue,JUNGLER,Spring,2015,Sona,SUPPORT,0,2,2,0
0,Khazix,Blue,JUNGLER,Summer,2014,Orianna,MID_LANER,3,2,5,0
0,Vi,Red,JUNGLER,Spring,2015,Lissandra,MID_LANER,1,2,3,0
0,Elise,Blue,JUNGLER,Spring,2017,Orianna,MID_LANER,7,4,11,0
0,LeeSin,Blue,JUNGLER,Summer,2014,Thresh,SUPPORT,4,0,4,1
0,Gragas,Blue,TOP_LANER,Spring,2017,Rengar,JUNGLER,8,7,15,0
0,RekSai,Blue,JUNGLER,Summer,2016,TwistedFate,MID_LANER,4,5,9,0
1.0,Draven,Blue,AD_CARRY,Spring,2016,Braum,SUPPORT,0,1,1,0.0
1,Shen,Red,TOP_LANER,Summer,2017,Rengar,JUNGLER,0,3,3,0
0.0,Graves,Blue,AD_CARRY,Spring,2015,Blitzcrank,SUPPORT,1,0,1,1.0
0.0,Rengar,Blue,JUNGLER,Summer,2015,Azir,MID_LANER,1,0,1,1.0
0,Vi,Red,AD_CARRY,Spring,2015,Janna,SUPPORT,2,4,6,0
1.0,Chogath,Red,TOP_LANER,Spring,2018,Evelynn,JUNGLER,0,1,1,0.0
1.0,Poppy,Blue,TOP_LANER,Spring,2018,JarvanIV,JUNGLER,0,1,1,0.0
0.0,Galio,Blue,TOP_LANER,Summer,2017,Warwick,JUNGLER,1,0,1,1.0
0,Kalista,Red,AD_CARRY,Summer,2015,Thresh,SUPPORT,8,10,18,0
0,Ashe,Blue,AD_CARRY,Spring,2016,Trundle,SUPPORT,1,1,2,0
1.0,Riven,Red,TOP_LANER,Spring,2015,LeeSin,JUNGLER,0,1,1,0.0
0.0,Sejuani,Blue,JUNGLER,Spring,2015,Ezreal,MID_LANER,1,0,1,1.0
1.0,Vladimir,Red,TOP_LANER,Summer,2016,Elise,JUNGLER,0,1,1,0.0
0.0,Zac,Red,JUNGLER,Spring,2016,Corki,MID_LANER,1,0,1,1.0
0,Sejuani,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,9,6,15,0
0,Elise,Blue,JUNGLER,Summer,2016,Bard,SUPPORT,19,13,32,0
0,Maokai,Red,TOP_LANER,Spring,2016,RekSai,JUNGLER,1,2,3,0
1.0,Rengar,Red,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,0,1,1,0.0
0.0,Zac,Red,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,1,0,1,1.0
0,Vladimir,Red,TOP_LANER,Summer,2015,RekSai,JUNGLER,3,1,4,0
1.0,Olaf,Blue,JUNGLER,Summer,2015,Nautilus,SUPPORT,0,1,1,0.0
1,Nidalee,Red,AD_CARRY,Spring,2016,Janna,SUPPORT,0,2,2,0
0.0,Kassadin,Red,TOP_LANER,Spring,2015,Vi,JUNGLER,1,0,1,1.0
0.0,Yasuo,Blue,TOP_LANER,Summer,2016,Zac,JUNGLER,1,0,1,1.0
1.0,Nautilus,Blue,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,0,1,1,0.0
0.0,Varus,Red,AD_CARRY,Summer,2017,Gragas,SUPPORT,1,0,1,1.0
1.0,Chogath,Red,AD_CARRY,Summer,2017,Karma,SUPPORT,0,1,1,0.0
0,RekSai,Blue,JUNGLER,Spring,2016,Bard,SUPPORT,9,8,17,0
1.0,Rengar,Red,JUNGLER,Summer,2017,Talon,MID_LANER,0,1,1,0.0
0,Sivir,Blue,AD_CARRY,Spring,2017,Nami,SUPPORT,4,2,6,0
0,Rengar,Red,JUNGLER,Spring,2015,Orianna,MID_LANER,1,1,2,0
1.0,Trundle,Blue,TOP_LANER,Summer,2015,Evelynn,JUNGLER,0,1,1,0.0
0,JarvanIV,Red,AD_CARRY,Spring,2015,Morgana,SUPPORT,8,4,12,0
0,Kalista,Red,AD_CARRY,Spring,2016,Janna,SUPPORT,5,1,6,0
0,Sivir,Red,AD_CARRY,Spring,2017,Bard,SUPPORT,1,1,2,0
0,JarvanIV,Blue,TOP_LANER,Summer,2017,Warwick,JUNGLER,3,1,4,0
0,RekSai,Red,JUNGLER,Spring,2015,Orianna,MID_LANER,2,5,7,0
0.0,Kled,Red,TOP_LANER,Spring,2017,Warwick,JUNGLER,1,0,1,1.0
0,Olaf,Red,JUNGLER,Summer,2016,Azir,MID_LANER,3,1,4,0
0,Elise,Red,JUNGLER,Summer,2017,Kassadin,MID_LANER,3,1,4,0
0,Hecarim,Red,TOP_LANER,Summer,2015,LeeSin,JUNGLER,2,2,4,0
1.0,Gnar,Blue,TOP_LANER,Summer,2017,Amumu,JUNGLER,0,1,1,0.0
0,Nocturne,Blue,JUNGLER,Spring,2017,Syndra,MID_LANER,2,0,2,1
0.0,Mordekaiser,Blue,AD_CARRY,Summer,2015,Alistar,SUPPORT,1,0,1,1.0
1,Fiora,Blue,TOP_LANER,Spring,2017,Gragas,JUNGLER,0,2,2,0
1,RekSai,Red,JUNGLER,Spring,2016,Syndra,MID_LANER,0,2,2,0
0,Rengar,Blue,JUNGLER,Spring,2017,Zyra,SUPPORT,22,14,36,0
0,Varus,Blue,AD_CARRY,Spring,2017,Zilean,SUPPORT,1,4,5,0
0,RekSai,Red,JUNGLER,Spring,2015,Fizz,MID_LANER,2,1,3,0
1.0,Gnar,Red,TOP_LANER,Summer,2016,Amumu,JUNGLER,0,1,1,0.0
1.0,Tristana,Red,AD_CARRY,Summer,2017,Camille,SUPPORT,0,1,1,0.0
0,Jinx,Blue,AD_CARRY,Summer,2015,Annie,SUPPORT,2,1,3,0
0,JarvanIV,Blue,JUNGLER,Summer,2017,Syndra,MID_LANER,4,6,10,0
0,Kennen,Blue,TOP_LANER,Spring,2015,Sejuani,JUNGLER,3,0,3,1
1.0,Rengar,Blue,JUNGLER,Spring,2017,Kayle,SUPPORT,0,1,1,0.0
1,Kalista,Red,AD_CARRY,Summer,2017,Sona,SUPPORT,0,2,2,0
1.0,Jhin,Blue,AD_CARRY,Summer,2017,Kennen,SUPPORT,0,1,1,0.0
0.0,Maokai,Red,TOP_LANER,Spring,2017,Nocturne,JUNGLER,1,0,1,1.0
0.0,Cassiopeia,Red,TOP_LANER,Summer,2017,Gragas,JUNGLER,1,0,1,1.0
0,Warwick,Blue,JUNGLER,Summer,2017,Orianna,MID_LANER,1,1,2,0
0,Sejuani,Blue,JUNGLER,Summer,2017,Bard,SUPPORT,2,0,2,1
0,RekSai,Red,JUNGLER,Spring,2016,Jayce,MID_LANER,1,1,2,0
0,Gragas,Red,JUNGLER,Summer,2015,Cassiopeia,MID_LANER,2,7,9,0
0,Gragas,Red,JUNGLER,Summer,2015,KogMaw,MID_LANER,6,1,7,0
0.0,Ashe,Blue,AD_CARRY,Spring,2018,Morgana,SUPPORT,1,0,1,1.0
0,Lulu,Blue,TOP_LANER,Summer,2015,RekSai,JUNGLER,6,2,8,0
0,RekSai,Blue,JUNGLER,Spring,2015,Alistar,SUPPORT,3,1,4,0
0.0,Nidalee,Blue,JUNGLER,Summer,2016,Orianna,MID_LANER,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Summer,2014,Zed,MID_LANER,2,1,3,0
1.0,LeeSin,Blue,JUNGLER,Spring,2017,Ziggs,MID_LANER,0,1,1,0.0
1.0,RekSai,Red,AD_CARRY,Summer,2016,MissFortune,SUPPORT,0,1,1,0.0
0,Kindred,Red,JUNGLER,Spring,2016,Ahri,MID_LANER,1,2,3,0
0.0,Jax,Blue,TOP_LANER,Spring,2015,Pantheon,JUNGLER,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Summer,2017,Ziggs,MID_LANER,1,0,1,1.0
0,Graves,Red,AD_CARRY,Spring,2015,Leona,SUPPORT,5,3,8,0
0,Ashe,Blue,AD_CARRY,Summer,2017,MissFortune,SUPPORT,1,2,3,0
0,LeeSin,Blue,JUNGLER,Summer,2015,Lulu,MID_LANER,3,2,5,0
1.0,RekSai,Blue,JUNGLER,Summer,2016,Ezreal,MID_LANER,0,1,1,0.0
1.0,Sejuani,Red,JUNGLER,Summer,2015,Lux,MID_LANER,0,1,1,0.0
0,KogMaw,Blue,AD_CARRY,Spring,2017,Lulu,SUPPORT,3,5,8,0
0,Graves,Red,AD_CARRY,Spring,2017,Lulu,SUPPORT,13,17,30,0
0,Gnar,Blue,TOP_LANER,Spring,2015,Nautilus,JUNGLER,1,1,2,0
0,RekSai,Red,JUNGLER,Summer,2016,Taliyah,MID_LANER,4,4,8,0
0,Kled,Blue,TOP_LANER,Summer,2017,Zac,JUNGLER,3,4,7,0
0.0,Mordekaiser,Blue,JUNGLER,Summer,2016,Taric,SUPPORT,1,0,1,1.0
1.0,Jhin,Blue,AD_CARRY,Spring,2017,Morgana,SUPPORT,0,1,1,0.0
1.0,Irelia,Red,TOP_LANER,Summer,2017,Maokai,JUNGLER,0,1,1,0.0
1.0,Malphite,Blue,TOP_LANER,Summer,2016,Sion,JUNGLER,0,1,1,0.0
0,Lulu,Red,TOP_LANER,Spring,2015,Nidalee,JUNGLER,3,0,3,1
0,Sivir,Red,AD_CARRY,Spring,2017,Trundle,SUPPORT,2,2,4,0
0,Quinn,Blue,TOP_LANER,Spring,2016,Graves,JUNGLER,1,2,3,0
0,Graves,Blue,JUNGLER,Spring,2017,Taliyah,MID_LANER,10,7,17,0
0,Graves,Red,JUNGLER,Spring,2017,Zed,MID_LANER,3,3,6,0
0,RekSai,Red,JUNGLER,Summer,2016,Cassiopeia,MID_LANER,16,16,32,0
0,Sejuani,Blue,JUNGLER,Spring,2018,Rakan,SUPPORT,1,1,2,0
0,Twitch,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,6,5,11,0
1.0,Rengar,Blue,JUNGLER,Spring,2015,Thresh,SUPPORT,0,1,1,0.0
0,Ekko,Blue,TOP_LANER,Summer,2016,Olaf,JUNGLER,2,3,5,0
1.0,TahmKench,Blue,TOP_LANER,Spring,2017,RekSai,JUNGLER,0,1,1,0.0
0.0,Twitch,Blue,AD_CARRY,Summer,2017,Trundle,SUPPORT,1,0,1,1.0
0.0,RekSai,Red,JUNGLER,Spring,2015,Syndra,MID_LANER,1,0,1,1.0
0,Fiora,Red,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,2,3,0
0.0,Graves,Blue,JUNGLER,Spring,2017,TwistedFate,MID_LANER,1,0,1,1.0
0,Caitlyn,Blue,AD_CARRY,Summer,2017,Bard,SUPPORT,9,4,13,0
0.0,Vayne,Blue,AD_CARRY,Summer,2015,Lulu,SUPPORT,1,0,1,1.0
0,Sejuani,Blue,JUNGLER,Summer,2015,Thresh,SUPPORT,3,6,9,0
0,Graves,Blue,JUNGLER,Summer,2017,Karma,MID_LANER,1,6,7,0
0,Gragas,Blue,JUNGLER,Spring,2016,Braum,SUPPORT,25,25,50,0
0,Malphite,Blue,TOP_LANER,Summer,2015,Gragas,JUNGLER,2,0,2,1
0,Hecarim,Red,TOP_LANER,Spring,2015,Vi,JUNGLER,1,2,3,0
0,Fizz,Blue,TOP_LANER,Summer,2016,Elise,JUNGLER,2,1,3,0
1,Gragas,Red,JUNGLER,Summer,2015,Ekko,MID_LANER,0,3,3,0
0,Rengar,Red,JUNGLER,Spring,2017,AurelionSol,MID_LANER,3,1,4,0
0,Maokai,Red,TOP_LANER,Summer,2017,RekSai,JUNGLER,3,5,8,0
0,Gnar,Blue,TOP_LANER,Spring,2015,Sejuani,JUNGLER,5,4,9,0
0,LeeSin,Blue,JUNGLER,Spring,2017,Leblanc,MID_LANER,6,8,14,0
0,Gragas,Red,AD_CARRY,Summer,2015,Janna,SUPPORT,23,13,36,0
1.0,Volibear,Red,JUNGLER,Summer,2016,Cassiopeia,MID_LANER,0,1,1,0.0
0.0,Khazix,Blue,JUNGLER,Spring,2018,Syndra,MID_LANER,1,0,1,1.0
0,Elise,Blue,JUNGLER,Summer,2017,Bard,SUPPORT,4,3,7,0
0,Tristana,Blue,AD_CARRY,Spring,2015,Braum,SUPPORT,1,1,2,0
0,Jax,Red,TOP_LANER,Spring,2018,Elise,JUNGLER,1,1,2,0
0.0,Skarner,Blue,JUNGLER,Spring,2018,Braum,SUPPORT,1,0,1,1.0
0.0,Gragas,Blue,JUNGLER,Summer,2016,Diana,MID_LANER,1,0,1,1.0
0,Sejuani,Blue,JUNGLER,Spring,2015,Thresh,SUPPORT,11,1,12,0
0.0,Ziggs,Blue,AD_CARRY,Spring,2017,Janna,SUPPORT,1,0,1,1.0
0,Elise,Red,JUNGLER,Spring,2017,Vladimir,MID_LANER,1,3,4,0
0,Hecarim,Red,JUNGLER,Summer,2016,Viktor,MID_LANER,4,7,11,0
0,Sejuani,Red,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,7,4,11,0
0,Varus,Blue,AD_CARRY,Spring,2017,Karma,SUPPORT,43,35,78,0
0.0,Sejuani,Blue,JUNGLER,Summer,2017,AurelionSol,MID_LANER,1,0,1,1.0
0,Elise,Red,JUNGLER,Summer,2017,Talon,MID_LANER,1,1,2,0
0.0,Zac,Red,JUNGLER,Spring,2018,Corki,MID_LANER,1,0,1,1.0
0,RekSai,Blue,JUNGLER,Spring,2016,Gangplank,MID_LANER,1,1,2,0
0,Elise,Red,AD_CARRY,Summer,2016,Trundle,SUPPORT,6,6,12,0
0,RekSai,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,20,9,29,0
0.0,Elise,Red,JUNGLER,Summer,2015,Gangplank,MID_LANER,1,0,1,1.0
0,Elise,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,14,30,44,0
1.0,Nidalee,Red,JUNGLER,Spring,2016,Fizz,MID_LANER,0,1,1,0.0
0.0,Elise,Red,JUNGLER,Summer,2017,Fizz,MID_LANER,1,0,1,1.0
0,Jax,Blue,TOP_LANER,Summer,2016,Gragas,JUNGLER,7,0,7,1
0.0,Camille,Red,TOP_LANER,Spring,2017,Vi,JUNGLER,1,0,1,1.0
0,Sivir,Blue,AD_CARRY,Spring,2015,Annie,SUPPORT,15,4,19,0
1.0,Kennen,Blue,TOP_LANER,Summer,2015,Sejuani,JUNGLER,0,1,1,0.0
0,LeeSin,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,6,12,18,0
0,Graves,Red,JUNGLER,Spring,2017,Ekko,MID_LANER,6,7,13,0
0,Jhin,Blue,AD_CARRY,Summer,2017,Janna,SUPPORT,2,1,3,0
0,Sejuani,Blue,JUNGLER,Spring,2015,Corki,MID_LANER,2,0,2,1
